Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Paris (1900),1900,Athletics,Athletics,Sidney Robinson,United Kingdom,Men,3000m steeplechase men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Sidney Robinson,United Kingdom,Men,4000m steeplechase men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,John Rimmer,United Kingdom,Men,4000m steeplechase men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Charles Bennett,United Kingdom,Men,4000m steeplechase men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Ernst Schultz,Denmark,Men,400m men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Maxwell W.Maxey Long,United States,Men,400m men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,William Holland,United States,Men,400m men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,George Orton,Canada,Men,400m hurdles men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Walter B. John Tewksbury,United States,Men,400m hurdles men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Henri Tauzin,France,Men,400m hurdles men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Charles Bennett,Mixed Team (1896 to 1904),Men,5000m team men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,John Rimmer,Mixed Team (1896 to 1904),Men,5000m team men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Sidney Robinson,Mixed Team (1896 to 1904),Men,5000m team men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Stanley Rowley,Mixed Team (1896 to 1904),Men,5000m team men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Alfred Tysoe,Mixed Team (1896 to 1904),Men,5000m team men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,André Castanet,France,Men,5000m team men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Michel Champoudry,France,Men,5000m team men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Jacques Chastanie,France,Men,5000m team men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Henri Deloge,France,Men,5000m team men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Gaston Ragueneau,France,Men,5000m team men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Stanley Rowley,Australia,Men,60m men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Alvin Kraenzlein,United States,Men,60m men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Walter B. John Tewksbury,United States,Men,60m men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,David Hall,United States,Men,800m men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Alfred Tysoe,United Kingdom,Men,800m men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,John Cregan,United States,Men,800m men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Richard Sheldon,United States,Men,discus throw men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Rudolf Bauer,Hungary,Men,discus throw men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Frantisek Janda,Bohemia,Men,discus throw men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Josiah Mccracken,United States,Men,hammer throw men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,John Jesus Flanagan,United States,Men,hammer throw men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Thomas Truxton Hare,United States,Men,hammer throw men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Lajos Gönczy,Hungary,Men,high jump men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Irving Baxter,United States,Men,high jump men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Patrick Joseph Leahy,United Kingdom,Men,high jump men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Lewis Pendleton Sheldon,United States,Men,"high jump, standing men",Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Ray Ewry,United States,Men,"high jump, standing men",Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Irving Baxter,United States,Men,"high jump, standing men",Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Patrick Joseph Leahy,United Kingdom,Men,long jump men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Alvin Kraenzlein,United States,Men,long jump men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Meyer Prinstein,United States,Men,long jump men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Emile Torcheboeuf,France,Men,"long jump, standing men",Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Ray Ewry,United States,Men,"long jump, standing men",Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Irving Baxter,United States,Men,"long jump, standing men",Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Ernst Fast,Sweden,Men,marathon men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Michel Theato,France,Men,marathon men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Emile Champion,France,Men,marathon men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Carl Albert Andersen,Norway,Men,pole vault men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Irving Baxter,United States,Men,pole vault men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Meredith Bright Colkett,United States,Men,pole vault men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Robert Garrett,United States,Men,shot put men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Richard Sheldon,United States,Men,shot put men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Josiah Mccracken,United States,Men,shot put men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Lewis Pendleton Sheldon,United States,Men,triple jump men,Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Meyer Prinstein,United States,Men,triple jump men,Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,James Connolly,United States,Men,triple jump men,Silver,0,1,0
Paris (1900),1900,Athletics,Athletics,Robert Garrett,United States,Men,"triple jump, standing men",Bronze,0,0,1
Paris (1900),1900,Athletics,Athletics,Ray Ewry,United States,Men,"triple jump, standing men",Gold,1,0,0
Paris (1900),1900,Athletics,Athletics,Irving Baxter,United States,Men,"triple jump, standing men",Silver,0,1,0
Paris (1900),1900,Basque Pelota,Basque Pelota,José De amezola y aspizua,Spain,Men,cesta punta men,Gold,1,0,0
Paris (1900),1900,Basque Pelota,Basque Pelota,Francisco Villota baquiola,Spain,Men,cesta punta men,Gold,1,0,0
Paris (1900),1900,Basque Pelota,Basque Pelota,Maurice Durquetty,France,Men,cesta punta men,Silver,0,1,0
Paris (1900),1900,Basque Pelota,Basque Pelota,Etchegaray,France,Men,cesta punta men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,Charles Beachcroft,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Arthur Ernest Birkett,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Alfred James Bowerman,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,George John Buckley,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Francis Romulus Burchell,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Frederick William Christian,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Harry Richard Corner,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Frederick Wlliam Cuming,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,William Stephen Donne,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Alfred James Powlesland,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,John Symes,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,Montagu Henry Toller,United Kingdom,Men,cricket men,Gold,1,0,0
Paris (1900),1900,Cricket,Cricket,W. Anderson,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,W.T. Attrill,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,J. Braid,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,W. Browning,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,R. Horne,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,T.H. Jordan,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,A. Mcevoy,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,D. Robinson,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,F. Roques,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,A.J. Schneidau,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,Henry John Terry,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Cricket,Cricket,P.H. Tomalin,France,Men,cricket men,Silver,0,1,0
Paris (1900),1900,Croquet,Croquet,Aumoitte,France,Men,double men,Gold,1,0,0
Paris (1900),1900,Croquet,Croquet,Johin,France,Men,double men,Gold,1,0,0
Paris (1900),1900,Croquet,Croquet,Waydelich,France,Men,individual 1 ball men,Bronze,0,0,1
Paris (1900),1900,Croquet,Croquet,Aumoitte,France,Men,individual 1 ball men,Gold,1,0,0
Paris (1900),1900,Croquet,Croquet,Johin,France,Men,individual 1 ball men,Silver,0,1,0
Paris (1900),1900,Croquet,Croquet,Sautreau,France,Men,individual 2 balls men,Bronze,0,0,1
Paris (1900),1900,Croquet,Croquet,Waydelich,France,Men,individual 2 balls men,Gold,1,0,0
Paris (1900),1900,Croquet,Croquet,Vignerot,France,Men,individual 2 balls men,Silver,0,1,0
Paris (1900),1900,Cycling,Cycling Track,..... Daumain,France,Men,25 kilometres men,Bronze,0,0,1
Paris (1900),1900,Cycling,Cycling Track,Louis Bastien,France,Men,25 kilometres men,Gold,1,0,0
Paris (1900),1900,Cycling,Cycling Track,Louis Hildebrand,France,Men,25 kilometres men,Silver,0,1,0
Paris (1900),1900,Cycling,Cycling Track,John Henry Lake,United States,Men,Sprint indivual men,Bronze,0,0,1
Paris (1900),1900,Cycling,Cycling Track,Georges Taillandier,France,Men,Sprint indivual men,Gold,1,0,0
Paris (1900),1900,Cycling,Cycling Track,Fernand Sanz,France,Men,Sprint indivual men,Silver,0,1,0
Paris (1900),1900,Equestrian,Jumping,Georges Van de poele,Belgium,Men,high jump,Bronze,0,0,1
Paris (1900),1900,Equestrian,Jumping,Dominique Maximien Garderes,France,Men,high jump,Gold,1,0,0
Paris (1900),1900,Equestrian,Jumping,Gian Giorgio Trissino,Italy,Men,high jump,Gold,1,0,0
Paris (1900),1900,Equestrian,Jumping,Louis De champsavin,France,Men,individual,Bronze,0,0,1
Paris (1900),1900,Equestrian,Jumping,Aimé Haegeman,Belgium,Men,individual,Gold,1,0,0
Paris (1900),1900,Equestrian,Jumping,Georges Van de poele,Belgium,Men,individual,Silver,0,1,0
Paris (1900),1900,Equestrian,Jumping,De bellegarde,France,Men,long jump individual,Bronze,0,0,1
Paris (1900),1900,Equestrian,Jumping,Constant Van langhendonck,Belgium,Men,long jump individual,Gold,1,0,0
Paris (1900),1900,Equestrian,Jumping,Gian Giorgio Trissino,Italy,Men,long jump individual,Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Léon See,France,Men,épée individual men,Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Ramon Fonst,Cuba,Men,épée individual men,Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Louis Perree,France,Men,épée individual men,Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Léon See,France,Men,"épée, amateurs and masters men",Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Albert Ayat,France,Men,"épée, amateurs and masters men",Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Ramon Fonst,Cuba,Men,"épée, amateurs and masters men",Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Henri Laurent,France,Men,"épée, masters men",Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Albert Ayat,France,Men,"épée, masters men",Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Emile Bougnol,France,Men,"épée, masters men",Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Marcel Jacques Boulenger,France,Men,foil individual men,Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Emile Coste,France,Men,foil individual men,Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Henri Masson,France,Men,foil individual men,Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Jean-Baptiste Mimiague,France,Men,"foil, masters men",Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Lucien Merignac,France,Men,"foil, masters men",Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Alphonse Kirchhoffer,France,Men,"foil, masters men",Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Siegfried Flesch,Austria,Men,sabre individual men,Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Georges De la falaise,France,Men,sabre individual men,Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Léon Thiebaut,France,Men,sabre individual men,Silver,0,1,0
Paris (1900),1900,Fencing,Fencing,Milan Neralic,Austria,Men,"sabre, masters men",Bronze,0,0,1
Paris (1900),1900,Fencing,Fencing,Antonio Conte,Italy,Men,"sabre, masters men",Gold,1,0,0
Paris (1900),1900,Fencing,Fencing,Italo Santelli,Italy,Men,"sabre, masters men",Silver,0,1,0
Paris (1900),1900,Football,Football,Albert Delbecque,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,R. Kelecom,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Marcel Leboutte,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Londot,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Ernest Moreau,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,E. Neefs,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Georges Pelgrims,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Alphonse Renier,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,E. Spannoghe,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Erich Thornton,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Van heuckelum,Belgium,Men,football men,Bronze,0,0,1
Paris (1900),1900,Football,Football,Claude Percy Buckenham,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,T.E. Burridge,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,Alfred Ernest Chalk,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,William Sullivan Grosling,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,A. Haslam,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,J.H. Jones,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,J. Nicholas,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,William Francis Quash,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,F.G. Spackman,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,R.R. Turner,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,James Edward Zealley,United Kingdom,Men,football men,Gold,1,0,0
Paris (1900),1900,Football,Football,Pierre Allemane,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Bach,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Jean Bloch,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Fernand Canelle,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Duparc,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Fraysse,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Gaillard,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,René Garnier,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Grandjean,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Huteau,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Lambert,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Macaire,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Football,Football,Peltier,France,Men,football men,Silver,0,1,0
Paris (1900),1900,Golf,Golf,David Donaldson Robertson,United Kingdom,Men,individual men,Bronze,0,0,1
Paris (1900),1900,Golf,Golf,Charles Edward Sands,United States,Men,individual men,Gold,1,0,0
Paris (1900),1900,Golf,Golf,Walter Rutherford,United Kingdom,Men,individual men,Silver,0,1,0
Paris (1900),1900,Golf,Golf,Daria Pratt,United States,Women,individual women,Bronze,0,0,1
Paris (1900),1900,Golf,Golf,Margaret Ives Abbott,United States,Women,individual women,Gold,1,0,0
Paris (1900),1900,Golf,Golf,Pauline Whittier,United States,Women,individual women,Silver,0,1,0
Paris (1900),1900,Gymnastics,Artistic Gymnastics,Lucien Demanet,France,Men,individual all-round men,Bronze,0,0,1
Paris (1900),1900,Gymnastics,Artistic Gymnastics,Gustave Sandras,France,Men,individual all-round men,Gold,1,0,0
Paris (1900),1900,Gymnastics,Artistic Gymnastics,Noël Bas,France,Men,individual all-round men,Silver,0,1,0
Paris (1900),1900,Polo,Polo,Jean Boussod,Mixed Team (1896 to 1904),Men,polo men,Bronze,0,0,1
Paris (1900),1900,Polo,Polo,Louis Duc de bisaccia,Mixed Team (1896 to 1904),Men,polo men,Bronze,0,0,1
Paris (1900),1900,Polo,Polo,A. Fauquet lemaitre,Mixed Team (1896 to 1904),Men,polo men,Bronze,0,0,1
Paris (1900),1900,Polo,Polo,Maurice Raoul-duval,Mixed Team (1896 to 1904),Men,polo men,Bronze,0,0,1
Paris (1900),1900,Polo,Polo,Dennis Daly,Mixed Team (1896 to 1904),Men,polo men,Gold,1,0,0
Paris (1900),1900,Polo,Polo,Foxhall Parker Keene,Mixed Team (1896 to 1904),Men,polo men,Gold,1,0,0
Paris (1900),1900,Polo,Polo,Frank Jay Mackey,Mixed Team (1896 to 1904),Men,polo men,Gold,1,0,0
Paris (1900),1900,Polo,Polo,Alfred Rawlinson,Mixed Team (1896 to 1904),Men,polo men,Gold,1,0,0
Paris (1900),1900,Polo,Polo,Walter Selby Buckmaster,Mixed Team (1896 to 1904),Men,polo men,Silver,0,1,0
Paris (1900),1900,Polo,Polo,José Pierre M.J. Comte de madre,Mixed Team (1896 to 1904),Men,polo men,Silver,0,1,0
Paris (1900),1900,Polo,Polo,Frederick Maitland Freake,Mixed Team (1896 to 1904),Men,polo men,Silver,0,1,0
Paris (1900),1900,Polo,Polo,Walter Adolph Mccreery,Mixed Team (1896 to 1904),Men,polo men,Silver,0,1,0
Paris (1900),1900,Rowing,Rowing,Francois Antoine Brandt,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Hermanus Gerardus Brockmann,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Roelof Klein,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Ruud Gerbens Leegstra,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Walter Middelberg,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Hendrik Karel Offerhaus,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Walter Thijssen,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Henricus Tromp,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Johannes Wilhelmus Maria Van dijk,Netherlands,Men,eight with coxswain (8+) men,Bronze,0,0,1
Paris (1900),1900,Rowing,Rowing,Louis Abell,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,William Carr,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,Harry Debaecke,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,John Exley,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,John Geiger,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,Edward Hedley,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,James Juvenal,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,Roscoe Lockwood,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,Edward Marsh,United States,Men,eight with coxswain (8+) men,Gold,1,0,0
Paris (1900),1900,Rowing,Rowing,Prospère Bruggeman,Belgium,Men,eight with coxswain (8+) men,Silver,0,1,0
Paris (1900),1900,Rowing,Rowing,Jules De bisschop,Belgium,Men,eight with coxswain (8+) men,Silver,0,1,0
Paris (1900),1900,Rowing,Rowing,Oscar De cock,Belgium,Men,eight with coxswain (8+) men,Silver,0,1,0
